Site_ID,eNodeB_CI,quadkey20,Site_Sector,Site_Sector3_Type,geometry
RGT564,478564_35,478564_35,RGT564_3,RGT564_3_M,"POLYGON ((102.10668 -0.16756, 102.106005 -0.167314, 102.106091 -0.167148, 102.106218 -0.167009, 102.106376 -0.166909, 102.106555 -0.166852, 102.10668 -0.16756))"
SLK130,75130_35,75130_35,SLK130_3,SLK130_3_M,"POLYGON ((100.6361 -0.613, 100.636404 -0.613651, 100.636225 -0.613708, 100.636037 -0.613716, 100.635854 -0.613675, 100.635688 -0.613589, 100.6361 -0.613))"
MSJ213,73213_35,73213_35,MSJ213_3,MSJ213_3_M,"POLYGON ((101.38607 -0.82132, 101.385376 -0.821134, 101.385448 -0.820961, 101.385562 -0.820812, 101.385711 -0.820698, 101.385884 -0.820626, 101.38607 -0.82132))"
TBH251,477251_35,477251_35,TBH251_3,TBH251_3_M,"POLYGON ((102.92378 -0.74526, 102.923229 -0.745722, 102.923129 -0.745564, 102.923072 -0.745385, 102.923064 -0.745197, 102.923105 -0.745014, 102.92378 -0.74526))"
LBB138,487138_35,487138_35,LBB138_3,LBB138_3_M,"POLYGON ((100.48974 -0.27319, 100.489032 -0.273315, 100.489024 -0.273127, 100.489065 -0.272944, 100.489151 -0.272778, 100.489278 -0.272639, 100.48974 -0.27319))"
SLK591,681591_35,681591_35,SLK591_3,SLK591_3_M,"POLYGON ((101.41091 -1.43002, 101.410288 -1.430379, 101.410216 -1.430206, 101.410191 -1.43002, 101.410216 -1.429834, 101.410288 -1.429661, 101.41091 -1.43002))"
SLK555,681555_35,681555_35,SLK555_3,SLK555_3_M,"POLYGON ((100.64466 -0.9027, 100.644009 -0.902396, 100.644109 -0.902238, 100.644248 -0.902111, 100.644414 -0.902025, 100.644597 -0.901984, 100.64466 -0.9027))"
PPN521,485521_35,485521_35,PPN521_3,PPN521_3_M,"POLYGON ((100.29669 0.85444, 100.296015 0.854686, 100.296101 0.854852, 100.296228 0.854991, 100.296386 0.855091, 100.296565 0.855148, 100.29669 0.85444))"
BKG053,479053_15,479053_15,BKG053_1,BKG053_1_M,"POLYGON ((101.26094 0.2299, 101.260815 0.230608, 101.261003 0.230616, 101.261186 0.230575, 101.261352 0.230489, 101.261491 0.230362, 101.26094 0.2299))"
BLS083,45083_15,45083_15,BLS083_1,BLS083_1_M,"POLYGON ((101.30967 1.00854, 101.310132 1.009091, 101.310259 1.008952, 101.310345 1.008786, 101.310386 1.008603, 101.310378 1.008415, 101.30967 1.00854))"
BLS223,45223_15,45223_15,BLS223_1,BLS223_1_M,"POLYGON ((102.43913 1.05813, 102.439376 1.057455, 102.439193 1.057414, 102.439005 1.057422, 102.438826 1.057479, 102.438668 1.057579, 102.43913 1.05813))"
BLS289,471289_15,471289_15,BLS289_1,BLS289_1_M,"POLYGON ((101.17715 1.43211, 101.176791 1.432732, 101.176964 1.432804, 101.17715 1.432829, 101.177336 1.432804, 101.177509 1.432732, 101.17715 1.43211))"
BTM063,465063_15,465063_15,BTM063_1,BTM063_1_M,"POLYGON ((104.053 0.97504, 104.053246 0.975715, 104.053412 0.975629, 104.053551 0.975502, 104.053651 0.975344, 104.053708 0.975165, 104.053 0.97504))"
BTM638,465638_15,465638_15,BTM638_1,BTM638_1_M,"POLYGON ((103.77326 0.94568, 103.773811 0.946142, 103.773911 0.945984, 103.773968 0.945805, 103.773976 0.945617, 103.773935 0.945434, 103.77326 0.94568))"
RGT516,478516_15,478516_15,RGT516_1,RGT516_1_M,"POLYGON ((102.4493 -0.39461, 102.449425 -0.393902, 102.449604 -0.393959, 102.449762 -0.394059, 102.449889 -0.394198, 102.449975 -0.394364, 102.4493 -0.39461))"
PPN521,485521_15,485521_15,PPN521_1,PPN521_1_M,"POLYGON ((100.29669 0.85444, 100.29669 0.855159, 100.296876 0.855134, 100.297049 0.855062, 100.297198 0.854948, 100.297312 0.854799, 100.29669 0.85444))"
PAR151,660151_15,660151_15,PAR151_1,PAR151_1_M,"POLYGON ((100.10458 -0.58856, 100.104455 -0.587852, 100.104643 -0.587844, 100.104826 -0.587885, 100.104992 -0.587971, 100.105131 -0.588098, 100.10458 -0.58856))"
UJT089,483089_15,483089_15,UJT089_1,UJT089_1_M,"POLYGON ((100.40755 1.69878, 100.407191 1.699402, 100.407364 1.699474, 100.40755 1.699499, 100.407736 1.699474, 100.407909 1.699402, 100.40755 1.69878))"
UJT515,483515_15,483515_15,UJT515_1,UJT515_1_M,"POLYGON ((100.71127 1.69221, 100.711989 1.69221, 100.711964 1.692024, 100.711892 1.691851, 100.711778 1.691702, 100.711629 1.691588, 100.71127 1.69221))"
UJT653,483653_15,483653_15,UJT653_1,UJT653_1_M,"POLYGON ((100.30291 1.86209, 100.302551 1.862712, 100.302724 1.862784, 100.30291 1.862809, 100.303096 1.862784, 100.303269 1.862712, 100.30291 1.86209))"
RGT550,478550_15,478550_15,RGT550_1,RGT550_1_M,"POLYGON ((102.23862 -0.68084, 102.238745 -0.680132, 102.238924 -0.680189, 102.239082 -0.680289, 102.239209 -0.680428, 102.239295 -0.680594, 102.23862 -0.68084))"
MSJ040,73040_15,73040_15,MSJ040_1,MSJ040_1_M,"POLYGON ((101.61274 -1.02798, 101.612615 -1.027272, 101.612803 -1.027264, 101.612986 -1.027305, 101.613152 -1.027391, 101.613291 -1.027518, 101.61274 -1.02798))"
PPN511,485511_15,485511_15,PPN511_1,PPN511_1_M,"POLYGON ((100.44702 0.80308, 100.447642 0.803439, 100.447714 0.803266, 100.447739 0.80308, 100.447714 0.802894, 100.447642 0.802721, 100.44702 0.80308))"
SSI343,55343_15,55343_15,SSI343_1,SSI343_1_M,"POLYGON ((102.04445 0.93089, 102.04445 0.931609, 102.044636 0.931584, 102.044809 0.931512, 102.044958 0.931398, 102.045072 0.931249, 102.04445 0.93089))"
TBH040,477040_15,477040_15,TBH040_1,TBH040_1_M,"POLYGON ((103.20473 -0.09135, 103.204371 -0.090728, 103.204544 -0.090656, 103.20473 -0.090631, 103.204916 -0.090656, 103.205089 -0.090728, 103.20473 -0.09135))"
LBB007,487007_15,487007_15,LBB007_1,LBB007_1_M,"POLYGON ((100.22828 -0.1886, 100.228526 -0.187925, 100.228692 -0.188011, 100.228831 -0.188138, 100.228931 -0.188296, 100.228988 -0.188475, 100.22828 -0.1886))"
MSJ213,73213_15,73213_15,MSJ213_1,MSJ213_1_M,"POLYGON ((101.38607 -0.82132, 101.386256 -0.820626, 101.386429 -0.820698, 101.386578 -0.820812, 101.386692 -0.820961, 101.386764 -0.821134, 101.38607 -0.82132))"
RGT590,478590_15,478590_15,RGT590_1,RGT590_1_M,"POLYGON ((102.50763 -0.72677, 102.508305 -0.727016, 102.508219 -0.727182, 102.508092 -0.727321, 102.507934 -0.727421, 102.507755 -0.727478, 102.50763 -0.72677))"
DUM002,46002_25,46002_25,DUM002_2,DUM002_2_M,"POLYGON ((101.49451 1.44557, 101.495061 1.445108, 101.494922 1.444981, 101.494756 1.444895, 101.494573 1.444854, 101.494385 1.444862, 101.49451 1.44557))"
DUM611,476611_25,476611_25,DUM611_2,DUM611_2_M,"POLYGON ((101.63767 2.1092, 101.638292 2.108841, 101.638178 2.108692, 101.638029 2.108578, 101.637856 2.108506, 101.63767 2.108481, 101.63767 2.1092))"
BLS005,471005_15,471005_15,BLS005_1,BLS005_1_M,"POLYGON ((102.15151 1.45995, 102.152229 1.45995, 102.152204 1.459764, 102.152132 1.459591, 102.152018 1.459442, 102.151869 1.459328, 102.15151 1.45995))"
DUM611,476611_15,476611_15,DUM611_1,DUM611_1_M,"POLYGON ((101.63767 2.1092, 101.637311 2.109822, 101.637484 2.109894, 101.63767 2.109919, 101.637856 2.109894, 101.638029 2.109822, 101.63767 2.1092))"
LSK059,661059_15,661059_15,LSK059_1,LSK059_1_M,"POLYGON ((99.7912 0.00928, 99.7912 0.009999, 99.791386 0.009974, 99.791559 0.009902, 99.791708 0.009788, 99.791822 0.009639, 99.7912 0.00928))"
DUM002,46002_15,46002_15,DUM002_1,DUM002_1_M,"POLYGON ((101.49451 1.44557, 101.494972 1.446121, 101.495099 1.445982, 101.495185 1.445816, 101.495226 1.445633, 101.495218 1.445445, 101.49451 1.44557))"
BTM565,59565_15,59565_15,BTM565_1,BTM565_1_M,"POLYGON ((104.0573 0.94505, 104.057922 0.945409, 104.057994 0.945236, 104.058019 0.94505, 104.057994 0.944864, 104.057922 0.944691, 104.0573 0.94505))"
DUM611,476611_35,476611_35,DUM611_3,DUM611_3_M,"POLYGON ((101.63767 2.1092, 101.63767 2.108481, 101.637484 2.108506, 101.637311 2.108578, 101.637162 2.108692, 101.637048 2.108841, 101.63767 2.1092))"
DUM002,46002_35,46002_35,DUM002_3,DUM002_3_M,"POLYGON ((101.49451 1.44557, 101.493802 1.445695, 101.493859 1.445874, 101.493959 1.446032, 101.494098 1.446159, 101.494264 1.446245, 101.49451 1.44557))"
PNN215,72215_35,72215_35,PNN215_3,PNN215_3_M,"POLYGON ((101.07938 -2.15795, 101.07938 -2.158669, 101.079194 -2.158644, 101.079021 -2.158572, 101.078872 -2.158458, 101.078758 -2.158309, 101.07938 -2.15795))"
LBB004,487004_35,487004_35,LBB004_3,LBB004_3_M,"POLYGON ((100.17395 -0.25304, 100.173242 -0.253165, 100.173234 -0.252977, 100.173275 -0.252794, 100.173361 -0.252628, 100.173488 -0.252489, 100.17395 -0.25304))"
PAD227,620227_35,620227_35,PAD227_3,PAD227_3_M,"POLYGON ((100.39721 -0.90259, 100.396906 -0.903241, 100.396748 -0.903141, 100.396621 -0.903002, 100.396535 -0.902836, 100.396494 -0.902653, 100.39721 -0.90259))"
BKG091,479091_35,479091_35,BKG091_3,BKG091_3_M,"POLYGON ((101.31252 0.25999, 101.311969 0.259528, 101.311869 0.259686, 101.311812 0.259865, 101.311804 0.260053, 101.311845 0.260236, 101.31252 0.25999))"
BKG113,49113_35,49113_35,BKG113_3,BKG113_3_M,"POLYGON ((101.45452 0.73674, 101.453801 0.73674, 101.453826 0.736926, 101.453898 0.737099, 101.454012 0.737248, 101.454161 0.737362, 101.45452 0.73674))"
BKG198,479198_35,479198_35,BKG198_3,BKG198_3_M,"POLYGON ((101.18917 0.35406, 101.18917 0.353341, 101.188984 0.353366, 101.188811 0.353438, 101.188662 0.353552, 101.188548 0.353701, 101.18917 0.35406))"
BKG225,49225_35,49225_35,BKG225_3,BKG225_3_M,"POLYGON ((101.37203 0.22576, 101.37203 0.225041, 101.371844 0.225066, 101.371671 0.225138, 101.371522 0.225252, 101.371408 0.225401, 101.37203 0.22576))"
BLS018,471018_35,471018_35,BLS018_3,BLS018_3_M,"POLYGON ((101.24527 0.88727, 101.244808 0.886719, 101.244681 0.886858, 101.244595 0.887024, 101.244554 0.887207, 101.244562 0.887395, 101.24527 0.88727))"
BLS083,45083_35,45083_35,BLS083_3,BLS083_3_M,"POLYGON ((101.30967 1.00854, 101.308976 1.008354, 101.308951 1.00854, 101.308976 1.008726, 101.309048 1.008899, 101.309162 1.009048, 101.30967 1.00854))"
BLS519,471519_35,471519_35,BLS519_3,BLS519_3_M,"POLYGON ((102.12667 1.47505, 102.126081 1.474638, 102.125995 1.474804, 102.125954 1.474987, 102.125962 1.475175, 102.126019 1.475354, 102.12667 1.47505))"
BSK715,748715_35,748715_35,BSK715_3,BSK715_3_M,"POLYGON ((100.54059 -0.34069, 100.539968 -0.340331, 100.540082 -0.340182, 100.540231 -0.340068, 100.540404 -0.339996, 100.54059 -0.339971, 100.54059 -0.34069))"
BSK748,76748_35,76748_35,BSK748_3,BSK748_3_M,"POLYGON ((100.69087 -0.52702, 100.690219 -0.527324, 100.690162 -0.527145, 100.690154 -0.526957, 100.690195 -0.526774, 100.690281 -0.526608, 100.69087 -0.52702))"
BTM289,59289_35,59289_35,BTM289_3,BTM289_3_M,"POLYGON ((104.0151 1.02041, 104.014854 1.019735, 104.014688 1.019821, 104.014549 1.019948, 104.014449 1.020106, 104.014392 1.020285, 104.0151 1.02041))"
PAR103,660103_35,660103_35,PAR103_3,PAR103_3_M,"POLYGON ((100.24975 -0.50665, 100.249391 -0.507272, 100.249242 -0.507158, 100.249128 -0.507009, 100.249056 -0.506836, 100.249031 -0.50665, 100.24975 -0.50665))"
TBH734,477734_35,477734_35,TBH734_3,TBH734_3_M,"POLYGON ((103.38665 -0.52139, 103.386028 -0.521031, 103.386142 -0.520882, 103.386291 -0.520768, 103.386464 -0.520696, 103.38665 -0.520671, 103.38665 -0.52139))"
PAR176,660176_35,660176_35,PAR176_3,PAR176_3_M,"POLYGON ((100.16047 -0.5977, 100.159848 -0.598059, 100.159776 -0.597886, 100.159751 -0.5977, 100.159776 -0.597514, 100.159848 -0.597341, 100.16047 -0.5977))"
PKR539,482539_35,482539_35,PKR539_3,PKR539_3_M,"POLYGON ((102.3164 -0.06324, 102.315681 -0.06324, 102.315706 -0.063054, 102.315778 -0.062881, 102.315892 -0.062732, 102.316041 -0.062618, 102.3164 -0.06324))"
PAP025,68025_35,68025_35,PAP025_3,PAP025_3_M,"POLYGON ((100.39888 -0.45313, 100.399005 -0.453838, 100.398817 -0.453846, 100.398634 -0.453805, 100.398468 -0.453719, 100.398329 -0.453592, 100.39888 -0.45313))"
RGT501,48501_35,48501_35,RGT501_3,RGT501_3_M,"POLYGON ((102.43202 -0.63022, 102.431301 -0.63022, 102.431326 -0.630034, 102.431398 -0.629861, 102.431512 -0.629712, 102.431661 -0.629598, 102.43202 -0.63022))"
TBH040,477040_35,477040_35,TBH040_3,TBH040_3_M,"POLYGON ((103.20473 -0.09135, 103.204055 -0.091596, 103.204014 -0.091413, 103.204022 -0.091225, 103.204079 -0.091046, 103.204179 -0.090888, 103.20473 -0.09135))"
TBH574,477574_35,477574_35,TBH574_3,TBH574_3_M,"POLYGON ((102.84404 -0.5395, 102.843321 -0.5395, 102.843346 -0.539314, 102.843418 -0.539141, 102.843532 -0.538992, 102.843681 -0.538878, 102.84404 -0.5395))"
TAK046,480046_35,480046_35,TAK046_3,TAK046_3_M,"POLYGON ((101.48626 -0.60773, 101.486619 -0.608352, 101.486446 -0.608424, 101.48626 -0.608449, 101.486074 -0.608424, 101.485901 -0.608352, 101.48626 -0.60773))"
TAK051,480051_35,480051_35,TAK051_3,TAK051_3_M,"POLYGON ((101.55838 -0.36234, 101.557758 -0.361981, 101.557872 -0.361832, 101.558021 -0.361718, 101.558194 -0.361646, 101.55838 -0.361621, 101.55838 -0.36234))"
DUM661,46661_35,46661_35,DUM661_3,DUM661_3_M,"POLYGON ((101.38691 1.58598, 101.387035 1.585272, 101.386847 1.585264, 101.386664 1.585305, 101.386498 1.585391, 101.386359 1.585518, 101.38691 1.58598))"
UJT517,483517_35,483517_35,UJT517_3,UJT517_3_M,"POLYGON ((100.41191 1.7206, 100.411551 1.719978, 100.411402 1.720092, 100.411288 1.720241, 100.411216 1.720414, 100.411191 1.7206, 100.41191 1.7206))"
PPN610,485610_35,485610_35,PPN610_3,PPN610_3_M,"POLYGON ((100.53615 1.12929, 100.535528 1.128931, 100.535456 1.129104, 100.535431 1.12929, 100.535456 1.129476, 100.535528 1.129649, 100.53615 1.12929))"
PPN631,54631_35,54631_35,PPN631_3,PPN631_3_M,"POLYGON ((100.55992 0.61665, 100.559245 0.616404, 100.559204 0.616587, 100.559212 0.616775, 100.559269 0.616954, 100.559369 0.617112, 100.55992 0.61665))"
MSJ021,682021_35,682021_35,MSJ021_3,MSJ021_3_M,"POLYGON ((101.66884 -1.03348, 101.668132 -1.033605, 101.668124 -1.033417, 101.668165 -1.033234, 101.668251 -1.033068, 101.668378 -1.032929, 101.66884 -1.03348))"
LSK059,661059_35,661059_35,LSK059_3,LSK059_3_M,"POLYGON ((99.7912 0.00928, 99.790954 0.008605, 99.790788 0.008691, 99.790649 0.008818, 99.790549 0.008976, 99.790492 0.009155, 99.7912 0.00928))"
RGT524,478524_35,478524_35,RGT524_3,RGT524_3_M,"POLYGON ((102.15195 -0.77202, 102.151242 -0.771895, 102.151299 -0.771716, 102.151399 -0.771558, 102.151538 -0.771431, 102.151704 -0.771345, 102.15195 -0.77202))"
MSJ102,682102_35,682102_35,MSJ102_3,MSJ102_3_M,"POLYGON ((100.89144 -0.63687, 100.890889 -0.636408, 100.891028 -0.636281, 100.891194 -0.636195, 100.891377 -0.636154, 100.891565 -0.636162, 100.89144 -0.63687))"
TBH253,477253_35,477253_35,TBH253_3,TBH253_3_M,"POLYGON ((103.20871 -0.69417, 103.208088 -0.694529, 103.208016 -0.694356, 103.207991 -0.69417, 103.208016 -0.693984, 103.208088 -0.693811, 103.20871 -0.69417))"
SSI522,486522_35,486522_35,SSI522_3,SSI522_3_M,"POLYGON ((102.03701 0.82666, 102.03701 0.825941, 102.036824 0.825966, 102.036651 0.826038, 102.036502 0.826152, 102.036388 0.826301, 102.03701 0.82666))"
SWL506,648506_35,648506_35,SWL506_3,SWL506_3_M,"POLYGON ((100.75383 -0.65078, 100.753136 -0.650966, 100.753111 -0.65078, 100.753136 -0.650594, 100.753208 -0.650421, 100.753322 -0.650272, 100.75383 -0.65078))"
SSI027,55027_35,55027_35,SSI027_3,SSI027_3_M,"POLYGON ((102.05227 0.79458, 102.051648 0.794221, 102.051576 0.794394, 102.051551 0.79458, 102.051576 0.794766, 102.051648 0.794939, 102.05227 0.79458))"
RGT550,478550_35,478550_35,RGT550_3,RGT550_3_M,"POLYGON ((102.23862 -0.68084, 102.238374 -0.681515, 102.238208 -0.681429, 102.238069 -0.681302, 102.237969 -0.681144, 102.237912 -0.680965, 102.23862 -0.68084))"
PPN126,54126_35,54126_35,PPN126_3,PPN126_3_M,"POLYGON ((100.53187 0.71038, 100.531176 0.710194, 100.531151 0.71038, 100.531176 0.710566, 100.531248 0.710739, 100.531362 0.710888, 100.53187 0.71038))"
TPI233,58233_35,58233_35,TPI233_3,TPI233_3_M,"POLYGON ((104.51939 0.96094, 104.518671 0.96094, 104.518696 0.961126, 104.518768 0.961299, 104.518882 0.961448, 104.519031 0.961562, 104.51939 0.96094))"
UJT532,483532_35,483532_35,UJT532_3,UJT532_3_M,"POLYGON ((100.44786 1.66993, 100.447141 1.66993, 100.447166 1.670116, 100.447238 1.670289, 100.447352 1.670438, 100.447501 1.670552, 100.44786 1.66993))"
LBB007,487007_35,487007_35,LBB007_3,LBB007_3_M,"POLYGON ((100.22828 -0.1886, 100.227658 -0.188241, 100.227772 -0.188092, 100.227921 -0.187978, 100.228094 -0.187906, 100.22828 -0.187881, 100.22828 -0.1886))"
PAY052,663052_35,663052_35,PAY052_3,PAY052_3_M,"POLYGON ((100.62443 -0.22844, 100.624071 -0.229062, 100.623922 -0.228948, 100.623808 -0.228799, 100.623736 -0.228626, 100.623711 -0.22844, 100.62443 -0.22844))"
TPI033,58033_35,58033_35,TPI033_3,TPI033_3_M,"POLYGON ((104.60698 0.86826, 104.606272 0.868385, 104.606329 0.868564, 104.606429 0.868722, 104.606568 0.868849, 104.606734 0.868935, 104.60698 0.86826))"
SSI210,55210_35,55210_35,SSI210_3,SSI210_3_M,"POLYGON ((102.03537 0.80683, 102.034695 0.806584, 102.034654 0.806767, 102.034662 0.806955, 102.034719 0.807134, 102.034819 0.807292, 102.03537 0.80683))"
RGT513,478513_35,478513_35,RGT513_3,RGT513_3_M,"POLYGON ((102.36729 -0.57617, 102.367165 -0.576878, 102.366986 -0.576821, 102.366828 -0.576721, 102.366701 -0.576582, 102.366615 -0.576416, 102.36729 -0.57617))"
MSJ091,682091_35,682091_35,MSJ091_3,MSJ091_3_M,"POLYGON ((100.90331 -0.77545, 100.902688 -0.775091, 100.902802 -0.774942, 100.902951 -0.774828, 100.903124 -0.774756, 100.90331 -0.774731, 100.90331 -0.77545))"
UJT554,483554_35,483554_35,UJT554_3,UJT554_3_M,"POLYGON ((100.96059 1.87324, 100.959968 1.873599, 100.960082 1.873748, 100.960231 1.873862, 100.960404 1.873934, 100.96059 1.873959, 100.96059 1.87324))"
SSI029,486029_35,486029_35,SSI029_3,SSI029_3_M,"POLYGON ((101.60364 0.68715, 101.603178 0.686599, 101.603051 0.686738, 101.602965 0.686904, 101.602924 0.687087, 101.602932 0.687275, 101.60364 0.68715))"
PKR552,482552_35,482552_35,PKR552_3,PKR552_3_M,"POLYGON ((101.95232 0.23117, 101.951769 0.230708, 101.951669 0.230866, 101.951612 0.231045, 101.951604 0.231233, 101.951645 0.231416, 101.95232 0.23117))"
RAI055,60055_35,60055_35,RAI055_3,RAI055_3_M,"POLYGON ((108.02704 3.79491, 108.026681 3.794288, 108.026532 3.794402, 108.026418 3.794551, 108.026346 3.794724, 108.026321 3.79491, 108.02704 3.79491))"
RAI054,60054_35,60054_35,RAI054_3,RAI054_3_M,"POLYGON ((108.37193 3.93715, 108.371805 3.936442, 108.371626 3.936499, 108.371468 3.936599, 108.371341 3.936738, 108.371255 3.936904, 108.37193 3.93715))"
PAY508,71508_35,71508_35,PAY508_3,PAY508_3_M,"POLYGON ((100.52677 -0.22397, 100.526095 -0.223724, 100.526181 -0.223558, 100.526308 -0.223419, 100.526466 -0.223319, 100.526645 -0.223262, 100.52677 -0.22397))"
BTM571,465571_35,465571_35,BTM571_3,BTM571_3_M,"POLYGON ((104.00656 1.03068, 104.005841 1.03068, 104.005866 1.030866, 104.005938 1.031039, 104.006052 1.031188, 104.006201 1.031302, 104.00656 1.03068))"
LBB036,487036_35,487036_35,LBB036_3,LBB036_3_M,"POLYGON ((100.45686 -0.28656, 100.456448 -0.285971, 100.456614 -0.285885, 100.456797 -0.285844, 100.456985 -0.285852, 100.457164 -0.285909, 100.45686 -0.28656))"
LSK011,661011_35,661011_35,LSK011_3,LSK011_3_M,"POLYGON ((100.07126 -0.02578, 100.070541 -0.02578, 100.070566 -0.025594, 100.070638 -0.025421, 100.070752 -0.025272, 100.070901 -0.025158, 100.07126 -0.02578))"
LSK085,661085_35,661085_35,LSK085_3,LSK085_3_M,"POLYGON ((99.55837 0.26419, 99.558011 0.263568, 99.557862 0.263682, 99.557748 0.263831, 99.557676 0.264004, 99.557651 0.26419, 99.55837 0.26419))"
PAD009,67009_35,67009_35,PAD009_3,PAD009_3_M,"POLYGON ((100.38488 -0.97882, 100.384329 -0.979282, 100.384229 -0.979124, 100.384172 -0.978945, 100.384164 -0.978757, 100.384205 -0.978574, 100.38488 -0.97882))"
PAD020,620020_35,620020_35,PAD020_3,PAD020_3_M,"POLYGON ((100.41144 -0.90294, 100.410818 -0.902581, 100.410932 -0.902432, 100.411081 -0.902318, 100.411254 -0.902246, 100.41144 -0.902221, 100.41144 -0.90294))"
SSI925,486925_35,486925_35,SSI925_3,SSI925_3_M,"POLYGON ((101.44908 0.7432, 101.448361 0.7432, 101.448386 0.743386, 101.448458 0.743559, 101.448572 0.743708, 101.448721 0.743822, 101.44908 0.7432))"
PAY683,663683_35,663683_35,PAY683_3,PAY683_3_M,"POLYGON ((100.51045 -0.10925, 100.509756 -0.109436, 100.509731 -0.10925, 100.509756 -0.109064, 100.509828 -0.108891, 100.509942 -0.108742, 100.51045 -0.10925))"
PAR151,660151_35,660151_35,PAR151_3,PAR151_3_M,"POLYGON ((100.10458 -0.58856, 100.103905 -0.588314, 100.103991 -0.588148, 100.104118 -0.588009, 100.104276 -0.587909, 100.104455 -0.587852, 100.10458 -0.58856))"
PNN218,664218_35,664218_35,PNN218_3,PNN218_3_M,"POLYGON ((100.88616 -1.92294, 100.885441 -1.92294, 100.885466 -1.922754, 100.885538 -1.922581, 100.885652 -1.922432, 100.885801 -1.922318, 100.88616 -1.92294))"
PNN214,664214_35,664214_35,PNN214_3,PNN214_3_M,"POLYGON ((100.95989 -2.05475, 100.959268 -2.054391, 100.959382 -2.054242, 100.959531 -2.054128, 100.959704 -2.054056, 100.95989 -2.054031, 100.95989 -2.05475))"
PNN245,664245_35,664245_35,PNN245_3,PNN245_3_M,"POLYGON ((100.51141 -1.30317, 100.510821 -1.303582, 100.510735 -1.303416, 100.510694 -1.303233, 100.510702 -1.303045, 100.510759 -1.302866, 100.51141 -1.30317))"
TBK093,466093_35,466093_35,TBK093_3,TBK093_3_M,"POLYGON ((103.39389 1.00052, 103.393171 1.00052, 103.393196 1.000706, 103.393268 1.000879, 103.393382 1.001028, 103.393531 1.001142, 103.39389 1.00052))"
PPN548,485548_35,485548_35,PPN548_3,PPN548_3_M,"POLYGON ((100.69487 1.0059, 100.69487 1.005181, 100.694684 1.005206, 100.694511 1.005278, 100.694362 1.005392, 100.694248 1.005541, 100.69487 1.0059))"
BKT066,488066_15,488066_15,BKT066_1,BKT066_1_M,"POLYGON ((100.39671 -0.38501, 100.396351 -0.384388, 100.396524 -0.384316, 100.39671 -0.384291, 100.396896 -0.384316, 100.397069 -0.384388, 100.39671 -0.38501))"
BKT174,65174_15,65174_15,BKT174_1,BKT174_1_M,"POLYGON ((100.36439 -0.29769, 100.364031 -0.297068, 100.364204 -0.296996, 100.36439 -0.296971, 100.364576 -0.296996, 100.364749 -0.297068, 100.36439 -0.29769))"
